FIPSCode,jurisdiction,households,median_household_income
26149,"St. Joseph County, Michigan",24022,50117
26151,"Sanilac County, Michigan",17179,45277
26153,"Schoolcraft County, Michigan",3351,40747
26155,"Shiawassee County, Michigan",27741,54742
26157,"Tuscola County, Michigan",21759,47694
26159,"Van Buren County, Michigan",29013,52351
26161,"Washtenaw County, Michigan",140210,69434
26163,"Wayne County, Michigan",676587,45321
26165,"Wexford County, Michigan",13053,44166
27001,"Aitkin County, Minnesota",7713,45989
27003,"Anoka County, Minnesota",126848,79923
27005,"Becker County, Minnesota",13487,59278
27007,"Beltrami County, Minnesota",17271,47410
27009,"Benton County, Minnesota",16217,56357
27011,"Big Stone County, Minnesota",2274,51920
27013,"Blue Earth County, Minnesota",25783,55861
27015,"Brown County, Minnesota",10731,57728
27017,"Carlton County, Minnesota",13418,60390
27019,"Carver County, Minnesota",35852,97895
27021,"Cass County, Minnesota",13007,50173
27023,"Chippewa County, Minnesota",5098,54552
27025,"Chisago County, Minnesota",20102,80409
27027,"Clay County, Minnesota",23782,65000
27029,"Clearwater County, Minnesota",3458,46291
27031,"Cook County, Minnesota",2699,52271
27033,"Cottonwood County, Minnesota",4850,53354
27035,"Crow Wing County, Minnesota",26684,54508
27037,"Dakota County, Minnesota",160144,83288
27039,"Dodge County, Minnesota",7711,71669
27041,"Douglas County, Minnesota",16395,60676
27043,"Faribault County, Minnesota",6115,52286
27045,"Fillmore County, Minnesota",8595,59451
27047,"Freeborn County, Minnesota",12970,52447
27049,"Goodhue County, Minnesota",19313,64765
27051,"Grant County, Minnesota",2600,55912
27053,"Hennepin County, Minnesota",503476,74113
27055,"Houston County, Minnesota",8181,58729
27057,"Hubbard County, Minnesota",8705,55472
27059,"Isanti County, Minnesota",14702,72473
27061,"Itasca County, Minnesota",19346,53022
27063,"Jackson County, Minnesota",4388,57010
27065,"Kanabec County, Minnesota",6449,53300
27067,"Kandiyohi County, Minnesota",16699,59089
27069,"Kittson County, Minnesota",1891,57112
27071,"Koochiching County, Minnesota",5566,47129
27073,"Lac qui Parle County, Minnesota",3103,52199
27075,"Lake County, Minnesota",5183,59516
27077,"Lake of the Woods County, Minnesota",1585,49068
27079,"Le Sueur County, Minnesota",10874,67451
27081,"Lincoln County, Minnesota",2470,52301
27083,"Lyon County, Minnesota",10050,55525
27085,"McLeod County, Minnesota",14884,61275
27087,"Mahnomen County, Minnesota",1938,44537
27089,"Marshall County, Minnesota",3964,58723
27091,"Martin County, Minnesota",8653,53915
27093,"Meeker County, Minnesota",9191,61856
27095,"Mille Lacs County, Minnesota",10136,53888
27097,"Morrison County, Minnesota",13488,54962
27099,"Mower County, Minnesota",15502,53665
27101,"Murray County, Minnesota",3702,57500
27103,"Nicollet County, Minnesota",12738,65027
27105,"Nobles County, Minnesota",7897,54149
27107,"Norman County, Minnesota",2776,55206
27109,"Olmsted County, Minnesota",60770,74880
27111,"Otter Tail County, Minnesota",24226,57131
27113,"Pennington County, Minnesota",5970,59036
27115,"Pine County, Minnesota",10690,49138
27117,"Pipestone County, Minnesota",4007,52309
27119,"Polk County, Minnesota",12516,57151
27121,"Pope County, Minnesota",4972,58132
27123,"Ramsey County, Minnesota",209069,62304
27125,"Red Lake County, Minnesota",1691,56588
27127,"Redwood County, Minnesota",6240,53230
27129,"Renville County, Minnesota",6180,57886
27131,"Rice County, Minnesota",23045,65758
27133,"Rock County, Minnesota",3978,59890
27135,"Roseau County, Minnesota",5995,59644
27137,"St. Louis County, Minnesota",85644,53344
27139,"Scott County, Minnesota",48510,97744
27141,"Sherburne County, Minnesota",31737,85818
27143,"Sibley County, Minnesota",6038,62761
27145,"Stearns County, Minnesota",58891,60606
27147,"Steele County, Minnesota",14498,62731
27149,"Stevens County, Minnesota",3629,58363
27151,"Swift County, Minnesota",4227,48577
27153,"Todd County, Minnesota",9841,52872
27155,"Traverse County, Minnesota",1584,48784
27157,"Wabasha County, Minnesota",8841,65138
27159,"Wadena County, Minnesota",5677,45860
27161,"Waseca County, Minnesota",7427,55612
27163,"Washington County, Minnesota",93184,92376
27165,"Watonwan County, Minnesota",4318,51097
27167,"Wilkin County, Minnesota",2826,54935
27169,"Winona County, Minnesota",19515,55529
27171,"Wright County, Minnesota",47246,81881
27173,"Yellow Medicine County, Minnesota",4165,56943
28001,"Adams County, Mississippi",11341,29203
28003,"Alcorn County, Mississippi",14502,40180
28005,"Amite County, Mississippi",5003,31854
28007,"Attala County, Mississippi",7129,34756
28009,"Benton County, Mississippi",3033,35974
28011,"Bolivar County, Mississippi",12159,29912
28013,"Calhoun County, Mississippi",5797,36440
28015,"Carroll County, Mississippi",3658,43060
28017,"Chickasaw County, Mississippi",6426,35939
28019,"Choctaw County, Mississippi",3164,37203
28021,"Claiborne County, Mississippi",3009,26732
28023,"Clarke County, Mississippi",6258,39246
28025,"Clay County, Mississippi",7755,35121
28027,"Coahoma County, Mississippi",8744,30009
28029,"Copiah County, Mississippi",9623,40361
28031,"Covington County, Mississippi",6794,35931
28033,"DeSoto County, Mississippi",62078,65169
28035,"Forrest County, Mississippi",28033,40675
28037,"Franklin County, Mississippi",3004,40810
28039,"George County, Mississippi",7362,48319
28041,"Greene County, Mississippi",4172,49447
28043,"Grenada County, Mississippi",8224,36877
28045,"Hancock County, Mississippi",19519,47543
28047,"Harrison County, Mississippi",78863,45566
28049,"Hinds County, Mississippi",88705,43005
28051,"Holmes County, Mississippi",6269,21093
28053,"Humphreys County, Mississippi",3171,28507
28055,"Issaquena County, Mississippi",484,25776
28057,"Itawamba County, Mississippi",8706,40510
28059,"Jackson County, Mississippi",51429,51142
28061,"Jasper County, Mississippi",6690,35931
28063,"Jefferson County, Mississippi",2530,20188
28065,"Jefferson Davis County, Mississippi",4839,30083
28067,"Jones County, Mississippi",24774,41263
28069,"Kemper County, Mississippi",3710,28176
28071,"Lafayette County, Mississippi",19317,47132
28073,"Lamar County, Mississippi",22213,58188
28075,"Lauderdale County, Mississippi",29657,41704
28077,"Lawrence County, Mississippi",4793,42290
28079,"Leake County, Mississippi",8168,33482
28081,"Lee County, Mississippi",32267,47978
28083,"Leflore County, Mississippi",10224,26052
28085,"Lincoln County, Mississippi",12827,40355
28087,"Lowndes County, Mississippi",22742,45355
28089,"Madison County, Mississippi",39020,71690
28091,"Marion County, Mississippi",9543,31446
28093,"Marshall County, Mississippi",13074,41572
28095,"Monroe County, Mississippi",14043,40940
28097,"Montgomery County, Mississippi",4619,33667
28099,"Neshoba County, Mississippi",10699,36875
28101,"Newton County, Mississippi",8042,33831
28103,"Noxubee County, Mississippi",4020,36000
28105,"Oktibbeha County, Mississippi",17687,38800
28107,"Panola County, Mississippi",12447,36563
28109,"Pearl River County, Mississippi",20752,45820
28111,"Perry County, Mississippi",4563,39007
28113,"Pike County, Mississippi",14676,30910
28115,"Pontotoc County, Mississippi",10788,41379
28117,"Prentiss County, Mississippi",9399,37519
28119,"Quitman County, Mississippi",3055,25510
28121,"Rankin County, Mississippi",55595,64557
28123,"Scott County, Mississippi",10435,33735
28125,"Sharkey County, Mississippi",1755,28799
28127,"Simpson County, Mississippi",9361,37946
28129,"Smith County, Mississippi",5872,41657
28131,"Stone County, Mississippi",6135,44883
28133,"Sunflower County, Mississippi",8389,30029
28135,"Tallahatchie County, Mississippi",4253,30028
28137,"Tate County, Mississippi",10264,51056
28139,"Tippah County, Mississippi",7983,39839
28141,"Tishomingo County, Mississippi",7635,37312
28143,"Tunica County, Mississippi",3943,37822
28145,"Union County, Mississippi",9951,41287
28147,"Walthall County, Mississippi",5683,29804
28149,"Warren County, Mississippi",18766,43039
28151,"Washington County, Mississippi",18299,30834
28153,"Wayne County, Mississippi",7734,37970
28155,"Webster County, Mississippi",3787,40683
28157,"Wilkinson County, Mississippi",2898,26599
28159,"Winston County, Mississippi",7396,36214
28161,"Yalobusha County, Mississippi",5161,41864
28163,"Yazoo County, Mississippi",8689,31402
29001,"Adair County, Missouri",9513,40046
29003,"Andrew County, Missouri",6807,55683
29005,"Atchison County, Missouri",2505,48385
29007,"Audrain County, Missouri",9328,43761
29009,"Barry County, Missouri",13211,41463
29011,"Barton County, Missouri",4931,41625
29013,"Bates County, Missouri",6706,46186
29015,"Benton County, Missouri",7947,38028
29017,"Bollinger County, Missouri",4669,42985
29019,"Boone County, Missouri",69957,54043
29021,"Buchanan County, Missouri",33432,50457
29023,"Butler County, Missouri",16357,39058
29025,"Caldwell County, Missouri",3682,48033
29027,"Callaway County, Missouri",16038,55376
29029,"Camden County, Missouri",16096,52087
29031,"Cape Girardeau County, Missouri",29366,51730
29033,"Carroll County, Missouri",3552,42149
29035,"Carter County, Missouri",2366,39415
29037,"Cass County, Missouri",39444,67659
29039,"Cedar County, Missouri",5785,39412
29041,"Chariton County, Missouri",2779,46992
29043,"Christian County, Missouri",31097,57019
29045,"Clark County, Missouri",2942,47955
29047,"Clay County, Missouri",90285,68367
29049,"Clinton County, Missouri",8157,58510
29051,"Cole County, Missouri",29749,57587
29053,"Cooper County, Missouri",6428,48750
29055,"Crawford County, Missouri",9473,38036
29057,"Dade County, Missouri",3117,39979
29059,"Dallas County, Missouri",6253,41551
29061,"Daviess County, Missouri",2991,50380
29063,"DeKalb County, Missouri",3812,50000
29065,"Dent County, Missouri",6300,39916
29067,"Douglas County, Missouri",5126,34372
29069,"Dunklin County, Missouri",12427,34186
29071,"Franklin County, Missouri",40780,55312
29073,"Gasconade County, Missouri",6116,53439
29075,"Gentry County, Missouri",2601,42689
29077,"Greene County, Missouri",122026,44808
29079,"Grundy County, Missouri",3985,42574
29081,"Harrison County, Missouri",3556,40168
29083,"Henry County, Missouri",9199,43911
29085,"Hickory County, Missouri",4020,36190
29087,"Holt County, Missouri",2056,45610
29089,"Howard County, Missouri",3559,50372
29091,"Howell County, Missouri",15922,36143
29093,"Iron County, Missouri",4156,37188
29095,"Jackson County, Missouri",282653,52805
29097,"Jasper County, Missouri",45261,46929
29099,"Jefferson County, Missouri",84393,63030
29101,"Johnson County, Missouri",19939,53056
29103,"Knox County, Missouri",1533,40383
29105,"Laclede County, Missouri",13866,46192
29107,"Lafayette County, Missouri",12959,54661
29109,"Lawrence County, Missouri",14604,43373
29111,"Lewis County, Missouri",3766,47764
29113,"Lincoln County, Missouri",18738,61628
29115,"Linn County, Missouri",5068,43642
29117,"Livingston County, Missouri",5882,47885
29119,"McDonald County, Missouri",8110,42019
29121,"Macon County, Missouri",5889,40007
29123,"Madison County, Missouri",5002,41322
29125,"Maries County, Missouri",3645,44436
29127,"Marion County, Missouri",11500,46762
29129,"Mercer County, Missouri",1326,44085
29131,"Miller County, Missouri",9804,42718
29133,"Mississippi County, Missouri",5040,32846
29135,"Moniteau County, Missouri",5346,54828
29137,"Monroe County, Missouri",3632,43973
29139,"Montgomery County, Missouri",4891,45862
29141,"Morgan County, Missouri",7755,37727
29143,"New Madrid County, Missouri",7312,35399
29145,"Newton County, Missouri",22268,49023
29147,"Nodaway County, Missouri",8275,43349
29149,"Oregon County, Missouri",4307,32534
29151,"Osage County, Missouri",5113,58476
29153,"Ozark County, Missouri",4144,32601
29155,"Pemiscot County, Missouri",6845,33390
29157,"Perry County, Missouri",7605,54964
29159,"Pettis County, Missouri",15921,44382
29161,"Phelps County, Missouri",17601,42846
29163,"Pike County, Missouri",6650,45753
29165,"Platte County, Missouri",38613,76912
29167,"Polk County, Missouri",11557,44892
29169,"Pulaski County, Missouri",15026,51665
29171,"Putnam County, Missouri",1803,37367
29173,"Ralls County, Missouri",4004,55546
29175,"Randolph County, Missouri",8347,46610
29177,"Ray County, Missouri",8785,59857
29179,"Reynolds County, Missouri",2638,40929
29181,"Ripley County, Missouri",5154,33343
29183,"St. Charles County, Missouri",144643,81411
29185,"St. Clair County, Missouri",4126,38470
29186,"Ste. Genevieve County, Missouri",7134,56234
29187,"St. Francois County, Missouri",24910,45774
29189,"St. Louis County, Missouri",403547,65300
29195,"Saline County, Missouri",8562,43201
29197,"Schuyler County, Missouri",1588,39697
29199,"Scotland County, Missouri",1820,42965
29201,"Scott County, Missouri",15428,42231
29203,"Shannon County, Missouri",3173,32180
29205,"Shelby County, Missouri",2459,44051
29207,"Stoddard County, Missouri",11684,40567
29209,"Stone County, Missouri",12841,46443
29211,"Sullivan County, Missouri",2174,42604
29213,"Taney County, Missouri",22366,41487
29215,"Texas County, Missouri",9579,35277
29217,"Vernon County, Missouri",8170,43379
29219,"Warren County, Missouri",12232,57948
29221,"Washington County, Missouri",9114,39621
29223,"Wayne County, Missouri",5448,34391
29225,"Webster County, Missouri",13496,47421
29227,"Worth County, Missouri",856,52500
29229,"Wright County, Missouri",7292,32752
29510,"St. Louis city, Missouri",140455,41107
30001,"Beaverhead County, Montana",3977,44809
30003,"Big Horn County, Montana",3687,46365
30005,"Blaine County, Montana",2320,38083
30007,"Broadwater County, Montana",2420,56469
30009,"Carbon County, Montana",4531,57538
30011,"Carter County, Montana",625,44196
30013,"Cascade County, Montana",34444,48160
30015,"Chouteau County, Montana",2256,40942
30017,"Custer County, Montana",4889,55841
30019,"Daniels County, Montana",856,54750
30021,"Dawson County, Montana",3972,59820
30023,"Deer Lodge County, Montana",3855,41783
30025,"Fallon County, Montana",1302,60750
30027,"Fergus County, Montana",4975,50327
30029,"Flathead County, Montana",38252,52966
30031,"Gallatin County, Montana",41985,61499
30033,"Garfield County, Montana",447,45893
30035,"Glacier County, Montana",4178,31029
30037,"Golden Valley County, Montana",337,39952
30039,"Granite County, Montana",1280,48958
30041,"Hill County, Montana",6274,47141
30043,"Jefferson County, Montana",4444,66867
30045,"Judith Basin County, Montana",923,45764
30047,"Lake County, Montana",11849,45488
30049,"Lewis and Clark County, Montana",27800,62130
30051,"Liberty County, Montana",886,47419
30053,"Lincoln County, Montana",8259,38287
30055,"McCone County, Montana",704,47500
30057,"Madison County, Montana",3481,50247
30059,"Meagher County, Montana",749,43109
30061,"Mineral County, Montana",1699,41905
30063,"Missoula County, Montana",48608,51270
30065,"Musselshell County, Montana",2077,41612
30067,"Park County, Montana",7691,49194
30069,"Petroleum County, Montana",187,44688
30071,"Phillips County, Montana",1770,46222
30073,"Pondera County, Montana",2114,45458
30075,"Powder River County, Montana",769,52457
30077,"Powell County, Montana",2388,49652
30079,"Prairie County, Montana",540,47250
30081,"Ravalli County, Montana",17108,48930
30083,"Richland County, Montana",4493,67272
30085,"Roosevelt County, Montana",3156,42904
30087,"Rosebud County, Montana",3147,56549
30089,"Sanders County, Montana",4953,36984
30091,"Sheridan County, Montana",1645,54321
30093,"Silver Bow County, Montana",15158,42237
30095,"Stillwater County, Montana",3716,63785
30097,"Sweet Grass County, Montana",1547,49514
30099,"Teton County, Montana",2475,51862
30101,"Toole County, Montana",1898,46823
30103,"Treasure County, Montana",365,42292
30105,"Valley County, Montana",3436,55882
30107,"Wheatland County, Montana",821,41186
30109,"Wibaux County, Montana",497,50202
30111,"Yellowstone County, Montana",65025,59117
31001,"Adams County, Nebraska",12710,51536
31003,"Antelope County, Nebraska",2675,48716
31005,"Arthur County, Nebraska",193,43854
31007,"Banner County, Nebraska",279,59625
31009,"Blaine County, Nebraska",218,50870
31011,"Boone County, Nebraska",2280,54063
31013,"Box Butte County, Nebraska",4801,56412
31015,"Boyd County, Nebraska",903,50729
31017,"Brown County, Nebraska",1434,41550
31019,"Buffalo County, Nebraska",19165,56952
31021,"Burt County, Nebraska",2919,51482
31023,"Butler County, Nebraska",3377,55562
31025,"Cass County, Nebraska",10005,71139
31027,"Cedar County, Nebraska",3456,58978
31029,"Chase County, Nebraska",1714,55833
31031,"Cherry County, Nebraska",2566,53684
31033,"Cheyenne County, Nebraska",4434,56538
31035,"Clay County, Nebraska",2574,56316
31037,"Colfax County, Nebraska",3718,56528
31039,"Cuming County, Nebraska",3752,55190
31041,"Custer County, Nebraska",4846,49891
31043,"Dakota County, Nebraska",7456,55017
31045,"Dawes County, Nebraska",3623,51748
31047,"Dawson County, Nebraska",8997,53769
31049,"Deuel County, Nebraska",824,48500
31051,"Dixon County, Nebraska",2311,56775
31053,"Dodge County, Nebraska",15289,53101
31055,"Douglas County, Nebraska",215787,61688
31057,"Dundy County, Nebraska",865,44350
31059,"Fillmore County, Nebraska",2510,55625
31061,"Franklin County, Nebraska",1354,49235
31063,"Frontier County, Nebraska",1116,51855
31065,"Furnas County, Nebraska",2142,47989
31067,"Gage County, Nebraska",9160,51662
31069,"Garden County, Nebraska",871,44471
31071,"Garfield County, Nebraska",886,48545
31073,"Gosper County, Nebraska",877,62545
31075,"Grant County, Nebraska",293,39479
31077,"Greeley County, Nebraska",1034,47128
31079,"Hall County, Nebraska",22870,54742
31081,"Hamilton County, Nebraska",3699,64042
31083,"Harlan County, Nebraska",1521,50344
31085,"Hayes County, Nebraska",413,45515
31087,"Hitchcock County, Nebraska",1209,42902
31089,"Holt County, Nebraska",4435,57468
31091,"Hooker County, Nebraska",319,39115
31093,"Howard County, Nebraska",2684,54399
31095,"Jefferson County, Nebraska",3283,43295
31097,"Johnson County, Nebraska",1820,52794
31099,"Kearney County, Nebraska",2682,56952
31101,"Keith County, Nebraska",3844,48901
31103,"Keya Paha County, Nebraska",326,49688
31105,"Kimball County, Nebraska",1571,43856
31107,"Knox County, Nebraska",3674,49752
31109,"Lancaster County, Nebraska",122646,58009
31111,"Lincoln County, Nebraska",14985,56794
31113,"Logan County, Nebraska",341,51607
31115,"Loup County, Nebraska",279,53125
31117,"McPherson County, Nebraska",203,48882
31119,"Madison County, Nebraska",14254,52857
31121,"Merrick County, Nebraska",3324,54197
31123,"Morrill County, Nebraska",1982,45121
31125,"Nance County, Nebraska",1546,45833
31127,"Nemaha County, Nebraska",2877,51922
31129,"Nuckolls County, Nebraska",1914,42049
31131,"Otoe County, Nebraska",6452,54828
31133,"Pawnee County, Nebraska",1219,46314
31135,"Perkins County, Nebraska",1225,62469
31137,"Phelps County, Nebraska",3927,57241
31139,"Pierce County, Nebraska",3026,56620
31141,"Platte County, Nebraska",13000,62617
31143,"Polk County, Nebraska",2052,61962
31145,"Red Willow County, Nebraska",4459,46859
31147,"Richardson County, Nebraska",3772,48096
31149,"Rock County, Nebraska",626,52604
31151,"Saline County, Nebraska",5073,51143
31153,"Sarpy County, Nebraska",65045,79549
31155,"Saunders County, Nebraska",8326,66718
31157,"Scotts Bluff County, Nebraska",14613,50157
31159,"Seward County, Nebraska",6596,67591
31161,"Sheridan County, Nebraska",2251,41719
31163,"Sherman County, Nebraska",1358,51172
31165,"Sioux County, Nebraska",579,46875
31167,"Stanton County, Nebraska",2410,62687
31169,"Thayer County, Nebraska",2283,50734
31171,"Thomas County, Nebraska",292,50682
31173,"Thurston County, Nebraska",2175,48149
31175,"Valley County, Nebraska",1840,55170
31177,"Washington County, Nebraska",8125,70753
31179,"Wayne County, Nebraska",3657,62623
31181,"Webster County, Nebraska",1519,42298
31183,"Wheeler County, Nebraska",357,52083
31185,"York County, Nebraska",5691,59779
32001,"Churchill County, Nevada",9819,51514
32003,"Clark County, Nevada",767954,56802
32005,"Douglas County, Nevada",20579,62503
32007,"Elko County, Nevada",17688,77209
32009,"Esmeralda County, Nevada",454,40000
32011,"Eureka County, Nevada",750,77625
32013,"Humboldt County, Nevada",6271,70373
32015,"Lander County, Nevada",2087,93583
32017,"Lincoln County, Nevada",2041,56414
32019,"Lyon County, Nevada",20528,55493
32021,"Mineral County, Nevada",1938,41163
32023,"Nye County, Nevada",18668,45711
32027,"Pershing County, Nevada",1933,50846
32029,"Storey County, Nevada",1598,62284
32031,"Washoe County, Nevada",177632,61155
32033,"White Pine County, Nevada",3529,62993
32510,"Carson City, Nevada",22461,52034
33001,"Belknap County, New Hampshire",24739,68368
33003,"Carroll County, New Hampshire",21070,61116
33005,"Cheshire County, New Hampshire",30319,63057
33007,"Coos County, New Hampshire",13720,45696
33009,"Grafton County, New Hampshire",34752,63153
33011,"Hillsborough County, New Hampshire",159200,78655
33013,"Merrimack County, New Hampshire",57843,72478
33015,"Rockingham County, New Hampshire",120147,90429
33017,"Strafford County, New Hampshire",48548,70650
33019,"Sullivan County, New Hampshire",17740,60780
34001,"Atlantic County, New Jersey",99874,59989
34003,"Bergen County, New Jersey",338249,95837
34005,"Burlington County, New Jersey",165496,84992
34007,"Camden County, New Jersey",187158,67118
34009,"Cape May County, New Jersey",39904,63690
34011,"Cumberland County, New Jersey",50608,52593
34013,"Essex County, New Jersey",282502,59302
34015,"Gloucester County, New Jersey",104587,85160
34017,"Hudson County, New Jersey",255429,66289
34019,"Hunterdon County, New Jersey",47180,112535
34021,"Mercer County, New Jersey",129873,79990
34023,"Middlesex County, New Jersey",284174,85954
34025,"Monmouth County, New Jersey",233874,95699
34027,"Morris County, New Jersey",180896,111316
34029,"Ocean County, New Jersey",225270,68021
34031,"Passaic County, New Jersey",163670,66476
34033,"Salem County, New Jersey",23908,64309
34035,"Somerset County, New Jersey",117012,111772
34037,"Sussex County, New Jersey",53361,90520
34039,"Union County, New Jersey",188987,77095
34041,"Warren County, New Jersey",41350,78145
35001,"Bernalillo County, New Mexico",265657,51643
35003,"Catron County, New Mexico",1381,42480
35005,"Chaves County, New Mexico",23169,43197
35006,"Cibola County, New Mexico",8939,37368
35007,"Colfax County, New Mexico",5678,33783
35009,"Curry County, New Mexico",18515,46182
35011,"De Baca County, New Mexico",705,31028
35013,"Do�a Ana County, New Mexico",77453,39164
35015,"Eddy County, New Mexico",21264,62982
35017,"Grant County, New Mexico",12003,37880
35019,"Guadalupe County, New Mexico",1404,24085
35021,"Harding County, New Mexico",211,30875
35023,"Hidalgo County, New Mexico",1753,36339
35025,"Lea County, New Mexico",22114,59797
35027,"Lincoln County, New Mexico",7815,42267
35028,"Los Alamos County, New Mexico",7567,115248
35029,"Luna County, New Mexico",9025,27377
35031,"McKinley County, New Mexico",20295,31674
35033,"Mora County, New Mexico",1535,26968
35035,"Otero County, New Mexico",23391,42752
35037,"Quay County, New Mexico",3060,27075
35039,"Rio Arriba County, New Mexico",null,null
35041,"Roosevelt County, New Mexico",6993,40775
35043,"Sandoval County, New Mexico",50340,59420
35045,"San Juan County, New Mexico",43134,50582
35047,"San Miguel County, New Mexico",11292,31660
35049,"Santa Fe County, New Mexico",61972,59192
35051,"Sierra County, New Mexico",5377,30451
35053,"Socorro County, New Mexico",4550,36146
35055,"Taos County, New Mexico",12127,36758
35057,"Torrance County, New Mexico",5664,37218
35059,"Union County, New Mexico",1381,37936
35061,"Valencia County, New Mexico",27489,45084
36001,"Albany County, New York",126008,64535
36003,"Allegany County, New York",18009,47033
36005,"Bronx County, New York",499728,38085
36007,"Broome County, New York",78594,50859
36009,"Cattaraugus County, New York",31433,47240
36011,"Cayuga County, New York",31251,56579
36013,"Chautauqua County, New York",52572,45332
36015,"Chemung County, New York",34373,53299
36017,"Chenango County, New York",20616,50595
36019,"Clinton County, New York",31395,55178
36021,"Columbia County, New York",25243,63032
36023,"Cortland County, New York",17685,54489
36025,"Delaware County, New York",19030,48827
36027,"Dutchess County, New York",107347,78028
36029,"Erie County, New York",387847,55673
36031,"Essex County, New York",15425,56196
36033,"Franklin County, New York",19088,51696
36035,"Fulton County, New York",22439,50248
36037,"Genesee County, New York",23681,59338
36039,"Greene County, New York",17117,53617
36041,"Hamilton County, New York",1124,57552
36043,"Herkimer County, New York",24583,51862
36045,"Jefferson County, New York",43267,52268
36047,"Kings County, New York",950856,56015
36049,"Lewis County, New York",10242,52380
36051,"Livingston County, New York",24383,56071
36053,"Madison County, New York",26026,60228
36055,"Monroe County, New York",300796,57479
36057,"Montgomery County, New York",19665,45837
36059,"Nassau County, New York",445517,111240
36061,"New York County, New York",758133,82459
36063,"Niagara County, New York",88211,54085
36065,"Oneida County, New York",90014,53844
36067,"Onondaga County, New York",185624,59225
36069,"Ontario County, New York",44286,63359
36071,"Orange County, New York",126776,76716
36073,"Orleans County, New York",16333,51843
36075,"Oswego County, New York",46032,53597
36077,"Otsego County, New York",23556,53121
36079,"Putnam County, New York",34847,102186
36081,"Queens County, New York",779234,64987
36083,"Rensselaer County, New York",64563,65851
36085,"Richmond County, New York",166152,79267
36087,"Rockland County, New York",100005,91108
36089,"St. Lawrence County, New York",41669,49305
36091,"Saratoga County, New York",93876,80839
36093,"Schenectady County, New York",53295,63785
36095,"Schoharie County, New York",12559,53989
36097,"Schuyler County, New York",7304,51479
36099,"Seneca County, New York",13522,54695
36101,"Steuben County, New York",40183,51789
36103,"Suffolk County, New York",487981,96675
36105,"Sullivan County, New York",27890,56256
36107,"Tioga County, New York",20045,60736
36109,"Tompkins County, New York",39326,58743
36111,"Ulster County, New York",69539,63348
36113,"Warren County, New York",27553,59813
36115,"Washington County, New York",24009,54114
36117,"Wayne County, New York",36504,55765
36119,"Westchester County, New York",347332,92758
36121,"Wyoming County, New York",15815,57914
36123,"Yates County, New York",9029,54343
37001,"Alamance County, North Carolina",64059,45735
37003,"Alexander County, North Carolina",13722,44961
37005,"Alleghany County, North Carolina",4746,37558
37007,"Anson County, North Carolina",9516,39126
37009,"Ashe County, North Carolina",11805,40978
37011,"Avery County, North Carolina",6587,38134
37013,"Beaufort County, North Carolina",19325,43688
37015,"Bertie County, North Carolina",7976,33143
37017,"Bladen County, North Carolina",13968,32378
37019,"Brunswick County, North Carolina",54226,54406
37021,"Buncombe County, North Carolina",107093,50668
37023,"Burke County, North Carolina",34672,42516
37025,"Cabarrus County, North Carolina",72299,64174
37027,"Caldwell County, North Carolina",32594,42072
37029,"Camden County, North Carolina",3836,63349
37031,"Carteret County, North Carolina",29690,54428
37033,"Caswell County, North Carolina",9110,43961
37035,"Catawba County, North Carolina",61099,51157
37037,"Chatham County, North Carolina",28527,63531
37039,"Cherokee County, North Carolina",11895,40294
37041,"Chowan County, North Carolina",5984,42621
37043,"Clay County, North Carolina",5062,38801
37045,"Cleveland County, North Carolina",36882,40393
37047,"Columbus County, North Carolina",22306,36398
37049,"Craven County, North Carolina",40871,50870
37051,"Cumberland County, North Carolina",124418,45716
37053,"Currituck County, North Carolina",10148,66284
37055,"Dare County, North Carolina",15441,58012
37057,"Davidson County, North Carolina",65471,47271
37059,"Davie County, North Carolina",15999,57611
37061,"Duplin County, North Carolina",21781,38850
37063,"Durham County, North Carolina",123444,58190
37065,"Edgecombe County, North Carolina",21371,35516
37067,"Forsyth County, North Carolina",146685,50128
37069,"Franklin County, North Carolina",24749,53175
37071,"Gaston County, North Carolina",81494,49384
37073,"Gates County, North Carolina",4477,52205
37075,"Graham County, North Carolina",3288,36525
37077,"Granville County, North Carolina",21030,55628
37079,"Greene County, North Carolina",7259,38306
37081,"Guilford County, North Carolina",202731,51072
37083,"Halifax County, North Carolina",21116,34251
37085,"Harnett County, North Carolina",45086,51630
37087,"Haywood County, North Carolina",26336,49800
37089,"Henderson County, North Carolina",48281,52815
37091,"Hertford County, North Carolina",8899,37005
37093,"Hoke County, North Carolina",17722,47535
37095,"Hyde County, North Carolina",1769,45466
37097,"Iredell County, North Carolina",65246,58198
37099,"Jackson County, North Carolina",16642,44028
37101,"Johnston County, North Carolina",67154,56842
37103,"Jones County, North Carolina",4137,36892
37105,"Lee County, North Carolina",21744,48873
37107,"Lenoir County, North Carolina",23121,38387
37109,"Lincoln County, North Carolina",32022,53318
37111,"McDowell County, North Carolina",17961,40913
37113,"Macon County, North Carolina",15699,43597
37115,"Madison County, North Carolina",8452,42410
37117,"Martin County, North Carolina",9471,39205
37119,"Mecklenburg County, North Carolina",403546,64312
37121,"Mitchell County, North Carolina",6361,44186
37123,"Montgomery County, North Carolina",10411,42346
37125,"Moore County, North Carolina",38965,57899
37127,"Nash County, North Carolina",36720,48362
37129,"New Hanover County, North Carolina",93636,52716
37131,"Northampton County, North Carolina",8628,35499
37133,"Onslow County, North Carolina",64065,49491
37135,"Orange County, North Carolina",52529,68211
