FIPSCode,total_2016,gop_2016,dem_2016,oth_2016,WINNER
17009,2336,1776,475,85,Rep
17011,16303,9264,6010,1029,Rep
17013,2556,1719,739,98,Rep
17015,7354,4428,2437,489,Rep
17017,5054,3216,1617,221,Rep
17019,89196,33235,49694,6267,Dem
17021,15310,10522,3982,806,Rep
17023,7819,5620,1873,326,Rep
17025,6278,5009,1014,255,Rep
17027,17268,12394,3939,935,Rep
17029,21580,12985,7285,1310,Rep
17031,2055215,440213,1528582,86420,Dem
17033,8507,6146,1969,392,Rep
17035,5513,4200,1028,285,Rep
17037,42605,19051,20348,3206,Dem
17039,7469,5072,1907,490,Rep
17041,8089,5695,1946,448,Rep
17043,412929,164355,222499,26075,Dem
17045,7783,5634,1778,371,Rep
17047,3312,2777,432,103,Rep
17049,17428,13613,3071,744,Rep
17051,9515,7363,1814,338,Rep
17053,6289,4474,1410,405,Rep
17055,18533,13101,4711,721,Rep
17057,15609,8482,6118,1009,Rep
17059,2691,1942,656,93,Rep
17061,5542,4139,1202,201,Rep
17063,22891,13417,8021,1453,Rep
17065,4143,3205,800,138,Rep
17067,7818,5713,1744,361,Rep
17069,2133,1650,419,64,Rep
17071,3480,2153,1151,176,Rep
17073,24232,13962,8835,1435,Rep
17075,12923,9728,2496,699,Rep
17077,24509,10889,11619,2001,Dem
17079,5104,3973,924,207,Rep
17081,16818,11681,4408,729,Rep
17083,10909,7737,2673,499,Rep
17085,11177,6113,4452,612,Rep
17087,6017,4644,1135,238,Rep
17089,193500,82087,99389,12024,Dem
17091,46556,25081,18908,2567,Rep
17093,50815,24152,23392,3271,Rep
17095,21964,10658,9939,1367,Rep
17097,293574,108608,168186,16780,Dem
17099,48447,26269,19277,2901,Rep
17101,6039,4517,1288,234,Rep
17103,15215,8597,5499,1119,Rep
17105,15096,10197,4005,894,Rep
17107,12130,8167,3301,662,Rep
17109,12910,6789,5278,843,Rep
17111,140145,71117,59827,9201,Rep
17113,78995,37081,35918,5996,Rep
17115,47283,26782,18211,2290,Rep
17117,21881,14194,6532,1155,Rep
17119,127902,70295,50336,7271,Rep
17121,16600,11677,4231,692,Rep
17123,5903,3776,1784,343,Rep
17125,6433,4051,2008,374,Rep
17127,6633,4844,1555,234,Rep
17129,6423,4230,1808,385,Rep
17131,8417,4800,3061,556,Rep
17133,19074,12614,5522,938,Rep
17135,12829,8616,3490,723,Rep
17137,14607,9060,4693,854,Rep
17139,6209,4453,1476,280,Rep
17141,23798,14344,8025,1429,Rep
17143,77465,35299,37436,4730,Dem
17145,9706,6816,2433,457,Rep
17147,8899,5623,2633,643,Rep
17149,7458,5749,1412,297,Rep
17151,2132,1678,374,80,Rep
17153,2473,1583,817,73,Rep
17155,3076,1762,1143,171,Rep
17157,14032,9992,3421,619,Rep
17159,7630,5736,1579,315,Rep
17161,62971,26969,32258,3744,Dem
17163,119201,53479,60180,5542,Dem
17165,11234,8248,2551,435,Rep
17167,96472,49823,40731,5918,Rep
17169,3792,2523,1074,195,Rep
17171,2583,1965,528,90,Rep
17173,10912,8209,2279,424,Rep
17175,2707,1777,748,182,Rep
17177,19525,10845,7531,1149,Rep
17179,63347,38620,20568,4159,Rep
17181,8514,5780,2389,345,Rep
17183,29799,18582,9876,1341,Rep
17185,5402,4039,1146,217,Rep
17185,5402,4039,1146,217,Rep
17187,7700,4267,2983,450,Rep
17189,7376,5566,1446,364,Rep
17191,8256,6963,1048,245,Rep
17193,7289,5639,1412,238,Rep
17195,25210,12597,11005,1608,Rep
17197,291010,129726,146230,15054,Dem
17199,31422,21503,8539,1380,Rep
17201,113027,53922,52595,6510,Rep
17203,19389,13180,5068,1141,Rep
18001,13039,9642,2802,595,Rep
18003,145787,83801,55222,6764,Rep
18005,32389,20637,9841,1911,Rep
18007,3654,2579,860,215,Rep
18009,4822,3349,1243,230,Rep
18011,32061,19654,10181,2226,Rep
18013,7908,5015,2518,375,Rep
18015,8609,6273,1891,445,Rep
18017,14135,9697,3758,680,Rep
18019,51104,30012,18791,2301,Rep
18021,11259,8528,2306,425,Rep
18023,11896,8530,2819,547,Rep
18025,4591,3013,1323,255,Rep
18027,10736,8545,1800,391,Rep
18029,23910,18110,4883,917,Rep
18031,11095,8488,2121,486,Rep
18033,16816,12054,3941,821,Rep
18035,44699,24217,18100,2382,Rep
18037,19917,13365,5389,1163,Rep
18039,65187,41810,20667,2710,Rep
18041,9530,6839,2252,439,Rep
18043,37225,21427,13939,1859,Rep
18045,7474,5661,1476,337,Rep
18047,10990,8665,1967,358,Rep
18049,8374,6010,1960,404,Rep
18051,15472,11079,3720,673,Rep
18053,25239,17009,7029,1201,Rep
18055,13763,10275,2929,559,Rep
18057,153630,87299,57214,9117,Rep
18059,36027,25050,8901,2076,Rep
18061,18528,12993,4776,759,Rep
18063,75258,48326,22595,4337,Rep
18065,20075,13895,5124,1056,Rep
18067,36754,23675,11215,1864,Rep
18069,15974,11649,3506,819,Rep
18071,17532,12857,3843,832,Rep
18073,13331,9382,3329,620,Rep
18075,7962,5697,1889,376,Rep
18077,13461,8538,4325,598,Rep
18079,11115,8222,2364,529,Rep
18081,66229,45456,17318,3455,Rep
18083,15483,11077,3772,634,Rep
18085,31907,23909,6311,1687,Rep
18087,9552,7025,2080,447,Rep
18089,200247,75565,116896,7786,Dem
18091,44994,22678,19795,2521,Rep
18093,19076,14034,4210,832,Rep
18095,53660,32376,18595,2689,Rep
18097,361070,130228,212676,18166,Dem
18099,18008,12286,4798,924,Rep
18101,4807,3695,881,231,Rep
18103,13440,9975,2766,699,Rep
18105,57623,20527,34183,2913,Dem
18107,15101,11051,3362,688,Rep
18109,31180,23671,6037,1472,Rep
18111,5791,4074,1403,314,Rep
18113,16890,12198,3904,788,Rep
18115,2917,2118,686,113,Rep
18117,8189,5800,2048,341,Rep
18119,8520,6151,1946,423,Rep
18121,6576,4863,1441,272,Rep
18123,8025,4556,3062,407,Rep
18125,5977,4398,1297,282,Rep
18127,76492,38719,33531,4242,Rep
18129,12448,8393,3515,540,Rep
18131,5437,3854,1327,256,Rep
18133,14680,10637,3356,687,Rep
18135,10456,7515,2446,495,Rep
18137,12790,9806,2471,513,Rep
18139,7214,5292,1525,397,Rep
18141,109452,52019,52247,5186,Dem
18143,9060,6074,2642,344,Rep
18145,17935,12718,4247,970,Rep
18147,9959,6572,2861,526,Rep
18149,9226,6367,2489,370,Rep
18151,14530,10127,3741,662,Rep
18153,8559,6138,2113,308,Rep
18155,3639,2558,930,151,Rep
18157,61916,30711,27207,3998,Rep
18159,7510,5589,1587,334,Rep
18161,3286,2445,715,126,Rep
18163,71957,40422,28296,3239,Rep
18165,6913,4511,2081,321,Rep
18167,39569,21924,15922,1723,Rep
18169,13415,9819,3018,578,Rep
18171,3919,2896,839,184,Rep
18173,29609,19133,9086,1390,Rep
18175,11333,8206,2636,491,Rep
18177,25575,16028,8322,1225,Rep
18179,13123,9999,2585,539,Rep
18181,9902,6813,2563,526,Rep
18183,15535,11357,3379,799,Rep
19001,3759,2456,1127,176,Rep
19003,2082,1393,565,124,Rep
19005,6837,4072,2409,356,Rep
19007,6096,4031,1813,252,Rep
19009,3379,2135,1079,165,Rep
19011,13690,8226,4672,792,Rep
19013,63221,27382,32006,3833,Dem
19015,13984,7458,5517,1009,Rep
19017,13350,7199,5349,802,Rep
19019,10137,5504,3966,667,Rep
19021,8179,4895,2851,433,Rep
19023,7457,4918,2163,376,Rep
19025,5105,3466,1396,243,Rep
19027,10435,6627,3305,503,Rep
19029,7055,4755,1946,354,Rep
19031,9386,5275,3578,533,Rep
19033,22633,11583,9840,1210,Rep
19035,6186,4188,1676,322,Rep
19037,6367,3739,2264,364,Rep
19039,4405,2706,1463,236,Rep
19041,8542,5870,2246,426,Rep
19043,9098,5309,3236,553,Rep
19045,22748,11249,10079,1420,Rep
19047,6862,4608,1985,269,Rep
19049,37617,19288,15662,2667,Rep
19051,3858,2721,976,161,Rep
19053,3703,2296,1201,206,Rep
19055,9165,5688,2956,521,Rep
19057,18713,9479,8178,1056,Rep
19059,10247,6743,3051,453,Rep
19061,49037,23384,22774,2879,Rep
19063,4707,3121,1356,230,Rep
19065,9813,5591,3666,556,Rep
19067,7985,4371,3177,437,Rep
19069,4915,3153,1490,272,Rep
19071,3554,2401,959,194,Rep
19073,4762,2819,1688,255,Rep
19075,6766,4516,1847,403,Rep
19077,5654,3603,1720,331,Rep
19079,7589,4450,2715,424,Rep
19081,5815,3972,1582,261,Rep
19083,8423,5231,2774,418,Rep
19085,7378,4892,2123,363,Rep
19087,9286,5764,2897,625,Rep
19089,4507,2611,1674,222,Rep
19091,5033,3564,1251,218,Rep
19093,3590,2655,792,143,Rep
19095,8789,5193,3070,526,Rep
19097,10204,5821,3837,546,Rep
19099,18776,10556,7108,1112,Rep
19101,8001,3738,3702,561,Rep
19103,75637,20993,49942,4702,Dem
19105,10011,5718,3779,514,Rep
19107,4858,3385,1265,208,Rep
19109,8505,5637,2529,339,Rep
19111,15893,8762,6195,936,Rep
19113,114664,48183,58481,8000,Dem
19115,4943,3060,1643,240,Rep
19117,4297,2873,1236,188,Rep
19119,6336,5188,917,231,Rep
19121,8523,5336,2666,521,Rep
19123,10494,7404,2606,484,Rep
19125,17554,10940,5469,1145,Rep
19127,17700,9125,7623,952,Rep
19129,7608,5050,2080,478,Rep
19131,5360,3180,1879,301,Rep
19133,4525,3115,1244,166,Rep
19135,3844,2635,1053,156,Rep
19137,4998,3431,1312,255,Rep
19139,19086,9549,8284,1253,Rep
19141,7348,5735,1314,299,Rep
19143,3197,2528,552,117,Rep
19145,6968,4875,1801,292,Rep
19147,4674,3079,1395,200,Rep
19149,13057,9659,2878,520,Rep
19151,3831,2692,962,177,Rep
19153,228420,93421,119671,15328,Dem
19155,42226,24441,15341,2444,Rep
19157,9693,4936,4272,485,Rep
19159,2684,1820,753,111,Rep
19161,5158,3692,1269,197,Rep
19163,84878,39083,40302,5493,Dem
19165,6270,4340,1649,281,Rep
19167,17989,14761,2289,939,Rep
19169,48910,19111,25085,4714,Dem
19171,8636,4968,3194,474,Rep
19173,3003,2108,755,140,Rep
19175,5768,3521,1920,327,Rep
19177,3526,2524,843,159,Rep
19179,14996,8710,5591,695,Rep
19181,26916,14773,10371,1772,Rep
19183,10824,6170,3938,716,Rep
19185,2921,2069,719,133,Rep
19187,17239,10049,6293,897,Rep
19189,5717,3437,1920,360,Rep
19191,11217,5332,5238,647,Rep
19193,42933,24627,16102,2204,Rep
19195,4216,2443,1523,250,Rep
19197,5949,3790,1890,269,Rep
20001,5314,3575,1398,341,Rep
20003,3277,2386,665,226,Rep
20005,6393,3977,1946,470,Rep
20007,2209,1822,281,106,Rep
20009,10088,7766,1823,499,Rep
20011,5918,4314,1306,298,Rep
20013,3960,2861,850,249,Rep
20015,27051,18781,6489,1781,Rep
20017,1342,964,313,65,Rep
20019,1845,1552,236,57,Rep
20021,8386,6017,1959,410,Rep
20023,1409,1172,188,49,Rep
20025,983,813,118,52,Rep
20027,3727,2831,665,231,Rep
20029,3831,2856,744,231,Rep
20031,3962,2990,719,253,Rep
20033,857,705,102,50,Rep
20035,12171,8016,3436,719,Rep
20037,14404,8394,5064,946,Rep
20039,1460,1220,178,62,Rep
20041,8008,5905,1582,521,Rep
20043,3366,2601,584,181,Rep
20045,48231,14308,30089,3834,Dem
20047,1308,1033,208,67,Rep
20049,1259,1048,160,51,Rep
20051,11660,8311,2669,680,Rep
20053,2626,1933,515,178,Rep
20055,9731,6155,3006,570,Rep
20057,7425,4994,2032,399,Rep
20059,10658,7025,2829,804,Rep
20061,7129,4116,2569,444,Rep
20063,1328,1127,149,52,Rep
20065,1265,1013,185,67,Rep
