FIPSCode,total_2016,gop_2016,dem_2016,oth_2016,WINNER
37159,63078,42388,19208,1482,Rep
37161,29764,21694,7451,619,Rep
37163,25638,14761,10486,391,Rep
37165,13743,6212,7279,252,Dem
37167,29451,21788,7008,655,Rep
37169,22182,16976,4645,561,Rep
37171,31663,23495,7438,730,Rep
37173,5982,3557,2186,239,Rep
37175,17440,10441,6520,479,Rep
37177,1700,968,705,27,Rep
37179,103596,66265,34051,3280,Rep
37181,19762,7304,12168,290,Dem
37183,510940,193607,298353,18980,Dem
37185,10123,3302,6668,153,Dem
37187,6115,2560,3490,65,Dem
37189,28769,13521,13953,1295,Dem
37191,49824,27360,21520,944,Rep
37193,30844,23613,6596,635,Rep
37195,37593,17410,19527,656,Dem
37197,17350,13815,3140,395,Rep
37199,9808,6367,3181,260,Rep
38001,NA,NA,NA,NA,Rep
38003,NA,NA,NA,NA,Rep
38005,NA,NA,NA,NA,Rep
38007,NA,NA,NA,NA,Rep
38009,NA,NA,NA,NA,Rep
38011,NA,NA,NA,NA,Rep
38013,NA,NA,NA,NA,Rep
38015,NA,NA,NA,NA,Rep
38017,NA,NA,NA,NA,Rep
38019,NA,NA,NA,NA,Rep
38021,NA,NA,NA,NA,Rep
38023,NA,NA,NA,NA,Rep
38025,NA,NA,NA,NA,Rep
38027,NA,NA,NA,NA,Rep
38029,NA,NA,NA,NA,Rep
38031,NA,NA,NA,NA,Rep
38033,NA,NA,NA,NA,Rep
38035,NA,NA,NA,NA,Rep
38037,NA,NA,NA,NA,Rep
38039,NA,NA,NA,NA,Rep
38041,NA,NA,NA,NA,Rep
38043,NA,NA,NA,NA,Rep
38045,NA,NA,NA,NA,Rep
38047,NA,NA,NA,NA,Rep
38049,NA,NA,NA,NA,Rep
38051,NA,NA,NA,NA,Rep
38053,NA,NA,NA,NA,Rep
38055,NA,NA,NA,NA,Rep
38057,NA,NA,NA,NA,Rep
38059,NA,NA,NA,NA,Rep
38061,NA,NA,NA,NA,Rep
38063,NA,NA,NA,NA,Rep
38065,NA,NA,NA,NA,Rep
38067,NA,NA,NA,NA,Rep
38069,NA,NA,NA,NA,Rep
38071,NA,NA,NA,NA,Rep
38073,NA,NA,NA,NA,Rep
38075,NA,NA,NA,NA,Rep
38077,NA,NA,NA,NA,Rep
38079,NA,NA,NA,NA,Rep
38081,NA,NA,NA,NA,Rep
38083,NA,NA,NA,NA,Rep
38085,NA,NA,NA,NA,Rep
38087,NA,NA,NA,NA,Rep
38089,NA,NA,NA,NA,Rep
38091,NA,NA,NA,NA,Rep
38093,NA,NA,NA,NA,Rep
38095,NA,NA,NA,NA,Rep
38097,NA,NA,NA,NA,Rep
38099,NA,NA,NA,NA,Rep
38101,NA,NA,NA,NA,Rep
38103,NA,NA,NA,NA,Rep
38105,NA,NA,NA,NA,Rep
39001,11063,8445,2293,325,Rep
39003,44636,29858,12815,1963,Rep
39005,24074,17169,5659,1246,Rep
39007,39809,22755,15191,1863,Rep
39009,27941,10816,15552,1573,Dem
39011,22860,18130,3825,905,Rep
39013,30537,20729,8652,1156,Rep
39015,19139,14257,4270,612,Rep
39017,168422,104441,56700,7281,Rep
39019,12807,9067,3124,616,Rep
39021,17597,12314,4488,795,Rep
39023,59620,34311,22666,2643,Rep
39025,96455,65960,26096,4399,Rep
39027,18100,13466,3943,691,Rep
39029,45261,31086,12273,1902,Rep
39031,14961,10381,3908,672,Rep
39033,18702,13265,4518,919,Rep
39035,583230,179894,383974,19362,Dem
39037,25000,19698,4395,907,Rep
39039,17795,11478,5282,1035,Rep
39041,100101,55660,39584,4857,Rep
39043,36730,19301,15692,1737,Rep
39045,70542,43163,24150,3229,Rep
39047,10817,7763,2672,382,Rep
39049,554711,192328,335961,26422,Dem
39051,20693,13419,5981,1293,Rep
39053,12588,9567,2564,457,Rep
39055,48736,29577,17165,1994,Rep
39057,79633,47506,28023,4104,Rep
39059,16156,11164,4286,706,Rep
39061,395000,169972,207587,17441,Dem
39063,35216,23777,9419,2020,Rep
39065,12014,8541,2870,603,Rep
39067,6956,5021,1663,272,Rep
39069,13671,9136,3690,845,Rep
39071,17048,13005,3436,607,Rep
39073,12513,8282,3713,518,Rep
39075,10823,8578,1766,479,Rep
39077,24332,15930,7080,1322,Rep
39079,13239,9618,3142,479,Rep
39081,31346,20668,9483,1195,Rep
39083,27768,18563,7959,1246,Rep
39085,112790,62627,45056,5107,Rep
39087,25949,18240,6849,860,Rep
39089,79399,49346,26360,3693,Rep
39091,21007,15586,4537,884,Rep
39093,136654,65346,64958,6350,Rep
39095,191684,74102,107363,10219,Dem
39097,16754,11319,4662,773,Rep
39099,112827,52808,56188,3831,Dem
39101,25648,16563,7748,1337,Rep
39103,89360,53811,31582,3967,Rep
39105,9410,6869,2157,384,Rep
39107,21315,17200,3335,780,Rep
39109,51467,36311,12832,2324,Rep
39111,6686,4781,1647,258,Rep
39113,249560,120766,117661,11133,Rep
39115,6290,4315,1711,264,Rep
39117,16186,11722,3711,753,Rep
39119,36217,23588,10926,1703,Rep
39121,5875,4441,1201,233,Rep
39123,21742,12389,8136,1217,Rep
39125,8842,6359,2068,415,Rep
39127,14647,9978,4072,597,Rep
39129,23814,16482,6325,1007,Rep
39131,11513,7669,3443,401,Rep
39133,73968,38978,31463,3527,Rep
39135,20475,15376,4323,776,Rep
39137,18387,14704,2874,809,Rep
39139,53739,35805,15629,2305,Rep
39141,28955,17833,9905,1217,Rep
39143,27491,16045,9733,1713,Rep
39145,29618,19742,8841,1035,Rep
39147,23481,14559,7237,1685,Rep
39149,23110,18148,4143,819,Rep
39151,170868,96345,66581,7942,Rep
39153,249937,109531,129922,10484,Dem
39155,94073,48152,42130,3791,Rep
39157,40088,26105,11895,2088,Rep
39159,26533,17601,7530,1402,Rep
39161,13584,10328,2667,589,Rep
39163,5393,3799,1332,262,Rep
39165,114254,75947,33036,5271,Rep
39167,28992,19901,7841,1250,Rep
39169,48550,31622,14670,2258,Rep
39171,16938,11706,4287,945,Rep
39173,62287,31734,26440,4113,Rep
39175,10396,7346,2484,566,Rep
40001,6468,4753,1374,341,Rep
40003,2256,1931,216,109,Rep
40005,5002,4068,795,139,Rep
40007,2237,1987,176,74,Rep
40009,7529,6287,958,284,Rep
40011,3793,2884,711,198,Rep
40013,13775,10449,2793,533,Rep
40015,9336,6473,2418,445,Rep
40017,55250,39969,11666,3615,Rep
40019,18533,13751,4002,780,Rep
40021,16487,9992,5455,1040,Rep
40023,5419,4202,1064,153,Rep
40025,1077,962,70,45,Rep
40027,109326,62469,38790,8067,Rep
40029,2393,1892,411,90,Rep
40031,32504,19153,11439,1912,Rep
40033,2602,2054,424,124,Rep
40035,5778,4279,1249,250,Rep
40037,28786,21539,5834,1413,Rep
40039,10531,7818,2102,611,Rep
40041,15680,11796,3306,578,Rep
40043,2246,1964,222,60,Rep
40045,1826,1610,155,61,Rep
40047,21692,15998,4391,1303,Rep
40049,10531,8243,1852,436,Rep
40051,22257,17293,3878,1086,Rep
40053,2200,1827,287,86,Rep
40055,1896,1482,323,91,Rep
40057,975,714,224,37,Rep
40059,1485,1307,131,47,Rep
40061,4734,3697,882,155,Rep
40063,4525,3387,961,177,Rep
40065,7806,5969,1473,364,Rep
40067,2345,1905,365,75,Rep
40069,4001,3081,782,138,Rep
40071,16795,12168,3734,893,Rep
40073,6123,5151,783,189,Rep
40075,3489,2593,766,130,Rep
40077,4050,3094,797,159,Rep
40079,17199,13346,3245,608,Rep
40081,14001,10838,2423,740,Rep
40083,18948,13613,4239,1096,Rep
40085,3787,2920,735,132,Rep
40087,16839,13151,2893,795,Rep
40089,10709,8642,1799,268,Rep
40091,7958,5501,2122,335,Rep
40093,3399,2940,310,149,Rep
40095,5487,4202,1095,190,Rep
40097,15712,11550,3423,739,Rep
40099,5525,4173,1086,266,Rep
40101,24193,15029,7969,1195,Rep
40103,4870,3707,901,262,Rep
40105,4237,3321,742,174,Rep
40107,3933,2791,943,199,Rep
40109,273609,141429,112661,19519,Rep
40111,13924,8926,4379,619,Rep
40113,18942,12559,5593,790,Rep
40115,10686,7627,2584,475,Rep
40117,6346,4716,1341,289,Rep
40119,27749,16644,8785,2320,Rep
40121,17250,12740,3704,806,Rep
40123,14814,10420,3633,761,Rep
40125,25417,17826,6005,1586,Rep
40127,4483,3581,748,154,Rep
40129,1758,1546,151,61,Rep
40131,40834,30893,7895,2046,Rep
40133,8032,5612,2067,353,Rep
40135,14437,10888,3061,488,Rep
40137,17886,14166,3084,636,Rep
40139,5771,4615,855,301,Rep
40141,2706,1944,657,105,Rep
40143,246557,143985,87663,14909,Rep
40145,31246,22967,6711,1568,Rep
40147,22208,15810,5047,1351,Rep
40149,4628,3851,588,189,Rep
40151,3665,2945,521,199,Rep
40153,7573,6329,871,373,Rep
41001,8479,6160,1781,538,Rep
41003,45577,13030,28431,4116,Dem
41005,182136,79062,90187,12887,Dem
41007,18158,7794,8899,1465,Dem
41009,25077,12967,9959,2151,Rep
41011,30181,17699,10355,2127,Rep
41013,11638,8388,2591,659,Rep
41015,12163,7157,4253,753,Rep
41017,90584,43667,40222,6695,Rep
41019,51350,34112,13891,3347,Rep
41021,937,632,221,84,Rep
41023,4171,3187,732,252,Rep
41025,3850,2904,682,264,Rep
41027,10383,3223,6359,801,Dem
41029,103789,53083,43550,7156,Rep
41031,8874,5337,2892,645,Rep
41033,42613,26582,13223,2808,Rep
41035,29240,20170,7080,1990,Rep
41037,3814,3001,628,185,Rep
41039,181072,66218,100497,14357,Dem
41041,24035,9901,12300,1834,Dem
41043,54724,32683,17456,4585,Rep
41045,9950,7141,2213,596,Rep
41047,110804,54336,48803,7665,Rep
41049,3989,2698,1004,287,Rep
41051,357762,63055,271754,22953,Dem
41053,37030,18333,15741,2956,Rep
41055,983,726,202,55,Rep
41057,13261,6486,5701,1074,Rep
41059,26116,16775,7466,1875,Rep
41061,12465,8378,3221,866,Rep
41063,4177,2825,1097,255,Rep
41065,11251,5721,4634,896,Rep
41067,232034,75903,137818,18313,Dem
41069,792,583,153,56,Rep
41071,45116,22589,18635,3892,Rep
42001,47138,31249,14077,1812,Rep
42003,643173,257488,363017,22668,Dem
42005,30446,22676,6849,921,Rep
42007,79036,46081,30225,2730,Rep
42009,23504,19455,3613,436,Rep
42011,175934,93094,75169,7671,Rep
42013,52029,37224,13093,1712,Rep
42015,25399,17957,6263,1179,Rep
42017,342572,163873,165861,12838,Dem
42019,92027,61388,26834,3805,Rep
42021,60167,40510,17798,1859,Rep
42023,2024,1495,469,60,Rep
42025,28721,18714,8917,1090,Rep
42027,75394,35099,36555,3740,Dem
42029,266637,115582,140188,10867,Dem
42031,17481,12545,4256,680,Rep
42033,32692,23909,7700,1083,Rep
42035,14839,9701,4533,605,Rep
42037,27127,17387,8502,1238,Rep
42039,35563,23912,10215,1436,Rep
42041,115068,65649,44282,5137,Rep
42043,130160,60620,64287,5253,Dem
42045,284832,106559,169169,9104,Dem
42047,13854,9704,3637,513,Rep
42049,117240,57168,54820,5252,Rep
42051,53426,34388,17826,1212,Rep
42053,2398,1680,626,92,Rep
42055,69345,49554,17322,2469,Rep
42057,6743,5676,904,163,Rep
42059,14955,10394,4157,404,Rep
42061,19496,14369,4487,640,Rep
42063,37728,24920,11468,1340,Rep
42065,18551,14533,3437,581,Rep
42067,10402,8234,1810,358,Rep
42069,102740,48102,51593,3045,Dem
42071,239151,137145,90066,11940,Rep
42073,40555,25323,13933,1299,Rep
42075,58906,38804,17860,2242,Rep
42077,153031,70285,77087,5659,Dem
42079,132731,77508,51454,3769,Rep
42081,50294,35475,12926,1893,Rep
42083,15572,11159,3802,611,Rep
42085,49594,30034,17631,1929,Rep
42087,18239,14050,3563,626,Rep
42089,65944,31706,31930,2308,Dem
42091,427489,160803,251063,15623,Dem
42093,8535,5274,2851,410,Rep
42095,142775,71384,65936,5455,Rep
42097,34971,24418,9184,1369,Rep
42099,21153,15613,4630,910,Rep
42101,680227,105418,560542,14267,Dem
42103,26066,16035,9247,784,Rep
42105,7777,6247,1300,230,Rep
42107,62750,43937,16724,2089,Rep
42109,16333,11710,3991,632,Rep
42111,35730,27347,7367,1016,Rep
42113,3168,2318,756,94,Rep
42115,19200,13295,5065,840,Rep
42117,17334,12928,3642,764,Rep
42119,17400,10605,6138,657,Rep
42121,22096,15254,5889,953,Rep
42123,17624,12032,4828,764,Rep
42125,96945,58941,34436,3568,Rep
42127,22365,15269,6398,698,Rep
42129,181740,116427,59506,5807,Rep
42131,12418,8375,3573,470,Rep
42133,203153,126933,67428,8792,Rep
44001,24691,8910,14532,1249,Dem
44001,24691,8910,14532,1249,Dem
44001,24691,8910,14532,1249,Dem
44003,79691,38141,37582,3968,Rep
44003,79691,38141,37582,3968,Rep
44003,79691,38141,37582,3968,Rep
44003,79691,38141,37582,3968,Rep
44003,79691,38141,37582,3968,Rep
44005,39761,14975,22680,2106,Dem
44005,39761,14975,22680,2106,Dem
44005,39761,14975,22680,2106,Dem
44005,39761,14975,22680,2106,Dem
44005,39761,14975,22680,2106,Dem
44005,39761,14975,22680,2106,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44007,241818,90321,141597,9900,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
44009,64160,27074,33511,3575,Dem
45001,10724,6742,3712,270,Rep
45003,74773,45981,25426,3366,Rep
45005,3578,788,2722,68,Dem
45007,80296,56109,21040,3147,Rep
45009,6195,2197,3886,112,Dem
45011,9479,4888,4395,196,Rep
45013,72770,39986,29577,3207,Rep
45015,78919,44223,30492,4204,Rep
45017,7553,3785,3569,199,Rep
45019,175850,75233,89048,11569,Dem
45021,21754,15165,6089,500,Rep
45023,14202,7272,6582,348,Rep
45025,17128,9576,7125,427,Rep
45027,15156,7246,7635,275,Dem
45029,17231,9083,7616,532,Rep
45031,29636,14973,13866,797,Rep
45033,11696,5637,5832,227,Dem
45035,62463,34932,24010,3521,Rep
45037,11644,6842,4491,311,Rep
45039,11252,4024,6936,292,Dem
45041,57770,29498,26630,1642,Rep
45043,31519,17334,13234,951,Rep
45045,211572,125595,73338,12639,Rep
45047,28600,16881,10633,1086,Rep
45049,8794,3483,5163,148,Dem
45051,124503,83819,36731,3953,Rep
45053,14216,6100,7789,327,Dem
45055,28875,17464,10293,1118,Rep
45057,38717,23598,13718,1401,Rep
45059,26474,16770,8845,859,Rep
45061,8110,2789,5170,151,Dem
45063,121829,79866,35143,6820,Rep
45065,5215,2651,2479,85,Rep
45067,14217,5434,8522,261,Dem
45069,10353,4257,5928,168,Dem
45071,16795,10011,6212,572,Rep
45073,33530,24096,7979,1455,Rep
45075,38824,11909,26258,657,Dem
45077,48871,36096,10327,2448,Rep
45079,169400,52753,108401,8246,Dem
45081,8559,5525,2809,225,Rep
45083,120793,76101,39888,4804,Rep
45085,44048,18733,24024,1291,Dem
45087,12087,7058,4727,302,Rep
45089,15049,4863,9949,237,Dem
45091,113425,66245,41230,5950,Rep
46003,1407,974,340,93,Rep
46005,6772,4455,1912,405,Rep
46007,1149,666,412,71,Rep
46009,2974,2105,704,165,Rep
46011,12680,6748,4879,1053,Rep
46013,16113,9613,5452,1048,Rep
46015,2288,1565,571,152,Rep
46017,490,171,296,23,Dem
46019,4346,3355,693,298,Rep
46021,831,704,105,22,Rep
46023,3433,2382,935,116,Rep
46025,1657,1139,398,120,Rep
46027,5069,2109,2608,352,Dem
46029,11669,7764,3174,731,Rep
46031,1175,588,535,52,Rep
46033,4716,3290,1120,306,Rep
46035,7952,5157,2355,440,Rep
46037,2747,1627,974,146,Rep
46039,2080,1366,570,144,Rep
46041,1707,723,887,97,Dem
46043,1605,1338,214,53,Rep
46045,1918,1433,380,105,Rep
46047,3563,2511,821,231,Rep
46049,1118,858,204,56,Rep
46051,3562,2381,970,211,Rep
46053,2091,1600,391,100,Rep
46055,1044,936,77,31,Rep
46057,2762,2051,555,156,Rep
46059,1818,1391,334,93,Rep
46061,2006,1497,424,85,Rep
46063,769,694,38,37,Rep
46065,8173,5174,2449,550,Rep
46067,3365,2517,692,156,Rep
46069,690,543,125,22,Rep
46071,1095,722,323,50,Rep
46073,967,648,264,55,Rep
46075,558,450,69,39,Rep
46077,2551,1680,703,168,Rep
46079,6786,4038,2314,434,Rep
46081,11842,7411,3356,1075,Rep
46083,25231,15499,8076,1656,Rep
46085,1421,977,369,75,Rep
46087,2587,1794,623,170,Rep
46089,1137,892,192,53,Rep
46091,1947,1056,754,137,Rep
46093,11621,8441,2223,957,Rep
46095,683,402,238,43,Rep
46097,1064,706,281,77,Rep
46099,78263,42043,30610,5610,Rep
46101,2930,1729,1042,159,Rep
46103,47741,29804,14074,3863,Rep
46105,1606,1333,188,85,Rep
46107,1335,1069,215,51,Rep
46109,3886,2142,1539,205,Rep
46111,1123,819,241,63,Rep
46113,2896,241,2504,151,Dem
46115,2951,1854,919,178,Rep
46117,1567,1148,329,90,Rep
46119,861,679,137,45,Rep
46121,2125,487,1505,133,Dem
46123,2630,2069,462,99,Rep
46125,4150,2937,961,252,Rep
46127,7895,5288,2227,380,Rep
46129,2477,1896,457,124,Rep
46135,9616,5654,3301,661,Rep
46137,766,368,352,46,Rep
47001,29723,19201,9010,1512,Rep
47003,15300,11455,3384,461,Rep
47005,6322,4715,1474,133,Rep
47007,4650,3621,896,133,Rep
47009,51849,37385,12085,2379,Rep
47011,38392,29761,7070,1561,Rep
47013,12504,9860,2248,396,Rep
47015,5299,4006,1126,167,Rep
47017,10333,7731,2323,279,Rep
47019,20993,16897,3453,643,Rep
47021,15823,11295,3877,651,Rep
47023,4850,3827,902,121,Rep
47025,10706,8589,1831,286,Rep
47027,2919,2140,707,72,Rep
47029,12108,9791,1980,337,Rep
47031,19895,14409,4741,745,Rep
47033,5386,3977,1302,107,Rep
47035,26298,20410,5202,686,Rep
47037,246199,84365,148473,13361,Dem
47039,4577,3580,894,103,Rep
47041,6940,5164,1566,210,Rep
47043,18619,13213,4718,688,Rep
47045,13290,10175,2815,300,Rep
47047,19306,13046,5865,395,Rep
47049,7311,6032,1100,179,Rep
47051,16363,11526,4372,465,Rep
47053,19484,13779,5255,450,Rep
47055,11120,7964,2915,241,Rep
47057,7985,6618,1154,213,Rep
47059,23491,18538,4211,742,Rep
47061,4750,3626,998,126,Rep
47063,20579,15839,4075,665,Rep
47065,141088,78661,55260,7167,Rep
47067,2229,1842,322,65,Rep
47069,9242,4912,4174,156,Rep
47071,9949,8012,1622,315,Rep
47073,20694,16611,3502,581,Rep
47075,6824,3010,3704,110,Dem
47077,10172,8118,1796,258,Rep
47079,12887,9483,3061,343,Rep
47081,7762,5685,1823,254,Rep
47083,3165,2180,865,120,Rep
47085,7139,4928,1967,244,Rep
47087,4447,3229,1129,89,Rep
47089,18994,14760,3490,744,Rep
47091,6556,5400,988,168,Rep
47093,179266,105724,62861,10681,Rep
47095,1970,1357,577,36,Rep
47097,8678,4884,3656,138,Rep
47099,15658,12419,2821,418,Rep
47101,4601,3579,890,132,Rep
47103,13270,10375,2550,345,Rep
47105,23304,17588,4916,800,Rep
47107,18694,14673,3507,514,Rep
47109,10035,7839,1847,349,Rep
47111,7490,6260,1071,159,Rep
47113,37764,21321,15438,1005,Rep
47115,10832,7680,2829,323,Rep
47117,11402,8167,2848,387,Rep
47119,35068,23781,10026,1261,Rep
47121,4311,3337,856,118,Rep
47123,17050,13361,3184,505,Rep
47125,57278,32320,21686,3272,Rep
47127,2926,2325,496,105,Rep
47129,6664,5429,1053,182,Rep
47131,12223,9525,2425,273,Rep
47133,8195,6055,1943,197,Rep
47135,2855,2167,597,91,Rep
47137,2609,2019,536,54,Rep
47139,6520,5097,1252,171,Rep
47141,26958,18981,6847,1130,Rep
47143,10946,8650,1942,354,Rep
47145,21580,15863,4833,884,Rep
47147,27042,19393,6634,1015,Rep
47149,106518,64428,36627,5463,Rep
47151,7123,6044,934,145,Rep
47153,5667,4434,1051,182,Rep
47155,36180,28610,6293,1277,Rep
47157,331861,114948,206640,10273,Dem
47159,7410,5485,1688,237,Rep
47161,5283,3864,1222,197,Rep
47163,59860,45577,11910,2373,Rep
47165,71080,50105,18153,2822,Rep
47167,23372,16893,5779,700,Rep
47169,3142,2099,943,100,Rep
47171,7166,5666,1260,240,Rep
47173,6204,5024,1010,170,Rep
47175,2417,1820,539,58,Rep
47177,13565,9535,3535,495,Rep
47179,49411,34179,13003,2229,Rep
47181,5842,5034,717,91,Rep
47183,12127,9001,2770,356,Rep
47185,9776,7657,1842,277,Rep
47187,104700,68160,30992,5548,Rep
47189,56286,39304,14356,2626,Rep
48001,16887,13165,3358,364,Rep
48003,4926,3925,836,165,Rep
48005,29870,21666,7538,666,Rep
48007,10467,7730,2458,279,Rep
48009,4269,3785,394,90,Rep
48011,1017,924,70,23,Rep
48013,13605,8598,4635,372,Rep
48015,12255,9637,2319,299,Rep
48017,1784,1343,397,44,Rep
48019,10213,8159,1726,328,Rep
48021,28250,16314,10555,1381,Rep
48023,1492,1267,191,34,Rep
48025,8458,4743,3443,272,Rep
48027,93999,51780,37608,4611,Rep
48029,586038,240161,319191,26686,Dem
48031,5669,4212,1244,213,Rep
48033,365,330,31,4,Rep
48035,7797,6325,1277,195,Rep
48037,34470,24913,8831,726,Rep
48039,120296,72653,43075,4568,Rep
48041,66036,38662,23041,4333,Rep
48043,4226,2073,1869,284,Rep
48045,734,625,91,18,Rep
48047,2596,613,1937,46,Dem
48049,13949,12010,1621,318,Rep
48051,6945,5316,1491,138,Rep
48053,19046,14595,3785,666,Rep
48055,11709,6516,4663,530,Rep
48057,6957,4638,2118,201,Rep
48059,5556,4858,568,130,Rep
48061,91804,29432,59319,3053,Dem
48063,4542,3201,1260,81,Rep
48065,2945,2617,249,79,Rep
48067,11606,9182,2250,174,Rep
48069,1996,1413,526,57,Rep
48071,16661,13278,2939,444,Rep
48073,16701,12896,3466,339,Rep
48075,2084,1802,253,29,Rep
48077,5011,4376,536,99,Rep
48079,901,679,190,32,Rep
48081,1423,1265,140,18,Rep
48083,3635,3177,387,71,Rep
48085,356545,200395,139837,16313,Rep
48087,1154,983,145,26,Rep
48089,8480,6323,1977,180,Rep
48091,61567,44996,14166,2405,Rep
48093,5208,4300,788,120,Rep
48095,1067,885,148,34,Rep
48097,15894,13174,2345,375,Rep
48099,18127,12212,5057,858,Rep
48101,583,486,84,13,Rep
48103,1381,1047,299,35,Rep
48105,1395,980,372,43,Rep
48107,1712,1180,468,64,Rep
48109,762,280,454,28,Dem
48111,1535,1258,222,55,Rep
48113,750649,261865,458845,29939,Dem
48115,3562,2636,835,91,Rep
48117,4201,2911,1185,105,Rep
48119,2279,1836,400,43,Rep
48121,293287,169175,110000,14112,Rep
48123,6822,5510,1161,151,Rep
48125,909,755,128,26,Rep
48127,3225,974,2173,78,Dem
48129,1460,1225,190,45,Rep
48131,4159,1316,2783,60,Dem
48133,6935,6008,776,151,Rep
48135,36373,24976,10225,1172,Rep
48137,1065,741,302,22,Rep
48139,63064,44807,16197,2060,Rep
48141,210458,54567,145509,10382,Dem
48143,13810,11205,2159,446,Rep
48145,5232,3438,1682,112,Rep
48147,11972,9536,2123,313,Rep
48149,11029,8648,2127,254,Rep
48151,1722,1265,403,54,Rep
48153,1958,1473,435,50,Rep
48155,511,383,113,15,Rep
48157,260367,117212,134475,8680,Dem
48159,4356,3583,665,108,Rep
48161,7608,5995,1461,152,Rep
48163,2683,1232,1401,50,Dem
48165,4609,3907,597,105,Rep
48167,123994,73566,45503,4925,Rep
48169,1475,1223,224,28,Rep
48171,13123,10445,2286,392,Rep
48173,602,553,34,15,Rep
48175,3713,2618,973,122,Rep
48177,6304,4580,1567,157,Rep
48179,7360,6495,699,166,Rep
48181,47068,35274,10276,1518,Rep
48183,41365,28693,11623,1049,Rep
48185,9528,7065,2194,269,Rep
48187,57220,36495,18308,2417,Rep
48189,8802,6347,2090,365,Rep
48191,1089,891,164,34,Rep
48193,3609,3056,479,74,Rep
48195,1947,1730,171,46,Rep
48197,1511,1207,249,55,Rep
48199,22768,19600,2779,389,Rep
48201,1302887,544960,706471,51456,Dem
48203,26364,18712,7130,522,Rep
48205,1945,1727,172,46,Rep
48207,1765,1403,314,48,Rep
48209,71524,33730,33117,4677,Rep
48211,1687,1460,181,46,Rep
48213,29855,23574,5649,632,Rep
48215,172990,48608,118739,5643,Dem
48217,12906,10075,2535,296,Rep
48219,7282,5793,1257,232,Rep
48221,26120,21367,4001,752,Rep
48223,13476,10704,2508,264,Rep
48225,8302,6205,1978,119,Rep
48227,8692,6635,1768,289,Rep
48229,871,503,324,44,Rep
48231,31185,23866,6301,1018,Rep
48233,8126,7039,854,233,Rep
48235,760,660,90,10,Rep
48237,3339,2973,314,52,Rep
48239,5275,4266,904,105,Rep
48241,13351,10578,2582,191,Rep
48243,1175,694,422,59,Rep
48245,87363,42828,42404,2131,Rep
48247,2119,430,1635,54,Dem
48249,12346,5411,6688,247,Dem
48251,57270,44370,10976,1924,Rep
48253,5932,4815,935,182,Rep
48255,4185,2959,1144,82,Rep
48257,40979,29537,10265,1177,Rep
48259,19936,15663,3633,640,Rep
48261,186,84,99,3,Dem
48263,433,360,59,14,Rep
48265,23090,17658,4665,767,Rep
48267,1945,1697,206,42,Rep
48269,159,149,5,5,Rep
48271,1424,936,457,31,Rep
48273,9483,4364,4713,406,Dem
48275,1358,1078,247,33,Rep
48277,18537,14546,3579,412,Rep
48279,3905,3040,770,95,Rep
48281,8149,6371,1479,299,Rep
48283,2049,870,1125,54,Dem
48285,8633,7339,1170,124,Rep
48287,6522,4996,1372,154,Rep
48289,7407,6391,909,107,Rep
48291,24155,18856,4851,448,Rep
48293,7648,5747,1748,153,Rep
48295,1322,1159,135,28,Rep
48297,4267,3450,739,78,Rep
48299,10377,8283,1825,269,Rep
48301,64,57,4,3,Rep
48303,98060,65566,27956,4538,Rep
48305,1997,1546,403,48,Rep
48307,3086,2546,480,60,Rep
48309,78255,48245,27046,2964,Rep
48311,497,454,40,3,Rep
48313,4283,3349,881,53,Rep
48315,4206,2968,1156,82,Rep
48317,1755,1453,266,36,Rep
48319,2053,1656,353,44,Rep
48321,11779,8147,3357,275,Rep
48323,13588,2816,10397,375,Dem
48325,17187,12054,4624,509,Rep
48327,860,681,153,26,Rep
48329,48753,36896,9993,1864,Rep
48331,8607,6340,2042,225,Rep
48333,2238,1949,242,47,Rep
48335,2190,1780,353,57,Rep
48337,8604,7526,885,193,Rep
48339,203083,150188,45744,7151,Rep
48341,5262,3974,1096,192,Rep
48343,4964,3443,1425,96,Rep
48345,620,571,40,9,Rep
48347,22430,14751,6822,857,Rep
48349,16382,11984,3998,400,Rep
48351,4010,2961,978,71,Rep
48353,4744,3551,1029,164,Rep
48355,103958,50704,49102,4152,Rep
48357,2981,2628,274,79,Rep
48359,945,850,78,17,Rep
48361,31761,25385,5716,660,Rep
48363,10175,8222,1700,253,Rep
48365,10413,8445,1835,133,Rep
48367,56413,46433,8329,1651,Rep
48369,2818,1911,848,59,Rep
48371,4167,2463,1551,153,Rep
